city,state,shape,date
Harvey,IL,sphere,2017-06-20
Mountain View,HI,unknown,2012-07-15
Lancaster,CA,circle,2017-09-10
Caraquet,NB,other,2017-11-25
Royal Gorge,CO,oval,2017-11-19
Las Vegas,NV,light,2015-02-10
Pelzer,SC,oval,2016-05-23
Upland,CA,light,2016-10-15
Bridgeport,CT,light,2016-11-08
Newbrighton,MN,disk,2016-12-27
Lyman,SC,unknown,2018-01-06
Portland,OR,NA,2017-01-01
Batavia,OH,chevron,2018-01-06
Sand Springs,OK,changing,2018-01-06
Rocksprings,TX,unknown,2018-01-06
Logan,UT,fireball,2018-01-06
Canberra (Australia),NA,triangle,2018-01-07
Capon Springs,WV,oval,2018-01-07
Underwood,IA,triangle,2018-01-07
Longmont,CO,unknown,2018-01-07
Plymouth,WI,light,2017-12-18
Boise,ID,triangle,2017-12-18
Queen Creek,AZ,other,2017-12-18
Queen Creek,AZ,formation,2017-12-18
Queen Creek,AZ,light,2017-12-18
Palm Beach Gardens,FL,light,2017-12-18
Valparaiso,IN,flash,2017-12-18
Jersey City,NJ,oval,2017-12-19
Lanham,MD,fireball,2017-11-23
Deer Park,WA,other,2017-11-23
Vancouver,WA,circle,2017-11-23
Montana City,MT,triangle,2017-11-23
Wilmette,IL,circle,2017-11-23
Mandeville,LA,light,2017-11-23
Manteca,CA,NA,2017-11-24
Scottsdale,AZ,teardrop,2017-11-24
Reno,NV,unknown,2017-10-18
Palmer,AK,rectangle,2017-10-18
Fire Island,NY,flash,2017-10-18
Marietta,PA,triangle,2017-10-18
East Liverpool,OH,triangle,2017-10-18
Waxhaw,NC,teardrop,2017-10-18
Hudson,FL,changing,2017-10-19
Veedersburg,IN,triangle,2017-10-18
Scarborough,ON,cigar,2017-10-19
Beaver,UT,sphere,2017-11-26
Shickshinny,PA,other,2017-12-02
Fredonia,KY,light,2017-12-08
Auburn,PA,disk,2017-12-07
West Columbia,SC,other,2017-12-09
Woodbridge,NJ,light,2017-04-12
Dillon,MT,disk,2017-12-09
Adelaide (Australia),NA,other,2017-06-10
Southaven,MS,light,2017-07-10
Monterey,CA,cylinder,2017-07-15
Auburn Hills,MI,cigar,2017-07-19
Pleasant Grove,UT,NA,2017-07-23
Lake Worth,FL,fireball,2017-07-28
Loveland,CO,light,2018-01-07
Crete (Greece),NA,light,2018-01-07
Poinciana,FL,other,2018-01-07
Port Saint Lucie,FL,circle,2018-01-07
Warwick,RI,changing,2018-01-07
Kansas City,KS,light,2018-01-08
Greensboro,NC,disk,2018-01-08
Robertsdale,PA,fireball,2018-01-08
Ballanger County line,WA,triangle,2018-01-08
Lake Orion,MI,cigar,2017-12-19
Carmichael,CA,light,2017-12-19
Middle River,MD,circle,2017-12-19
Somerville,MA,light,2017-12-19
Sharptown,MD,light,2017-12-19
Antioch,TN,cone,2017-12-19
Newark,DE,diamond,2017-12-19
Waterloo,SC,light,2017-12-19
Knoxville,TN,NA,2017-11-24
Middlesex,NC,formation,2017-11-24
Elkton,MD,circle,2017-11-24
Virginia Beach,VA,other,2017-11-24
Selbyville,DE,circle,2017-11-24
Suffolk,VA,sphere,2017-11-24
Bullock,NC,circle,2017-11-24
Shrewsbury,PA,light,2017-11-24
Alexandria,VA,teardrop,2017-11-24
Hollywood,FL,NA,2017-10-19
Williamsburg,OH,triangle,2017-10-19
Hartman,AR,formation,2017-10-19
Portsmouth,OH,light,2017-10-19
Williamsburg,OH,light,2017-10-19
Cross,SC,sphere,2017-10-19
Poway,CA,light,2017-10-19
Laplace,LA,chevron,2008-12-31
Reverside,NV,unknown,2009-03-01
Batavia,IL,sphere,2016-08-15
Rantoul,IL,light,2017-07-04
Lakewood,CO,light,2017-11-07
Leesburg,VA,circle,2017-11-26
Sioux Falls,SD,NA,2017-12-04
Foyil,OK,formation,2017-12-01
Desloge,MO,formation,2017-12-09
Lowry City,MO,formation,2017-12-09
Topeka,KS,formation,2017-12-09
Laurel,MT,other,2017-12-09
Rachel,NV,light,2017-12-09
New Braunfels,TX,formation,2017-12-09
Broken Arrow,OK,formation,2017-12-09
Lincoln,NE,other,2017-12-10
Fort Myers,FL,sphere,2017-08-21
Springfield,OR,light,2017-08-06
Nageezi,NM,circle,2017-08-25
North Creek,NY,light,2017-08-27
Nageezi,NM,other,2017-08-25
East Hampton,NY,circle,2017-09-07
Albuquerque,NM,light,2018-01-09
Orlando,FL,circle,2017-09-09
Fayetteville,NC,circle,2018-01-09
Stara Zagora (Bulgaria),NA,NA,2018-01-10
Pittsburgh,PA,triangle,2018-01-10
Las Vegas,NV,light,2018-01-10
Oakland,NB,circle,2018-01-10
Byron,MN,flash,2017-12-19
Canaan,NH,formation,2018-01-10
Commack,NY,disk,2018-01-11
Tinton Falls,NJ,oval,2018-01-10
Brooklin,ME,light,2017-12-20
Caithness,NB,disk,2017-12-20
Smiths Cove,NS,circle,2017-12-20
Richmond,KY,changing,2017-12-20
Vernon,CT,triangle,2017-12-20
Sacramento,CA,light,2017-12-20
Abington,MA,changing,2017-11-24
Jensen Beach,FL,light,2017-11-24
Medicine Hat (Canada),NA,fireball,2017-11-24
Alpharetta,GA,sphere,2017-11-25
Moreno Valley,CA,unknown,2017-11-25
Cape Coral,FL,unknown,2017-11-25
Earlington,KY,disk,2017-11-25
Yokosuka (Japan),NA,other,2017-11-25
Springfield,IL,circle,2017-11-25
Rockville,MD,rectangle,2017-11-25
Englewood,FL,rectangle,2017-10-19
San Francisco,CA,triangle,2017-10-20
Tampa,FL,diamond,2017-10-20
Rumford,ME,cylinder,2017-10-20
Los Banos,CA,circle,2017-10-20
New Paltz,NY,teardrop,2017-10-20
Alabaster,AL,oval,2017-10-20
Boise,ID,cigar,2017-12-06
Tulsa,OK,circle,2017-12-07
Marshfield,WI,formation,2017-12-07
Syracuse,NY,other,2017-12-08
Spokane Valley,WA,triangle,2017-12-08
Lakewood,OH,unknown,2017-12-08
Nottingham,MD,light,2017-12-08
Placitas,NM,NA,2017-12-08
Utica,NY,light,2017-12-08
Portland,OR,light,2017-12-10
Amarillo,TX,triangle,2017-12-10
Turlock,CA,other,2017-12-10
Santa Clara,CA,light,2017-12-10
Salt Lake City,UT,other,2017-12-10
San Antonio,TX,disk,2017-12-10
Rancho Santa Margarita,CA,formation,2017-12-10
Grand Forks,ND,unknown,2017-12-10
Edinburgh (UK/Scotland),NA,unknown,2017-09-11
New York,NY,fireball,2017-09-21
Bristol,VA,circle,2017-09-22
Seattle,WA,light,2017-09-23
Carmel,NY,triangle,2017-09-23
Fort Wayne,IN,light,2017-09-25
Scarborough,ON,cigar,2017-09-26
Lancaster,CA,other,2017-09-28
Morristown,NJ,triangle,2018-01-11
Portland,OR,circle,2017-12-20
Silver Lake,MN,circle,2017-12-20
Berea,KY,light,2017-12-20
Seattle,WA,NA,2017-12-20
Mount Pleasant,WI,oval,2017-12-21
Richmond Hill,ON,fireball,2017-12-21
Richmond Hill,ON,fireball,2017-12-21
Wilton,CT,light,2017-12-21
Nashville,TN,light,2017-11-25
Medellin (Colombia),NA,rectangle,2017-11-25
Kingman,KS,sphere,2017-11-25
Jackson Twp.,OH,light,2017-11-25
Delray Beach,FL,light,2017-11-25
Phoenix,AZ,sphere,2017-11-25
Newhall,CA,light,2017-11-25
Wilkes Barre,PA,light,2017-11-25
Williamstown,MA,other,2017-10-20
Monroe,MI,cigar,2017-10-20
Scarborough,ON,NA,2017-10-20
New York,NY,unknown,2017-10-20
Lagrange,GA,sphere,2017-10-20
Lanett,AL,disk,2017-10-20
Queensbury,NY,light,2017-10-20
Edmond,OK,triangle,2017-10-20
Plumsted,NJ,light,2017-12-08
Arcadia,CA,light,2017-12-08
East Stroudsburg,PA,fireball,2017-12-08
Hornbrook,CA,light,2017-12-08
Marietta,GA,light,2017-12-08
Dardanelle,AR,circle,2017-12-09
Winston-Salem,NC,flash,2017-12-09
Sevierville,TN,cigar,2017-12-11
Queen Creek,AZ,circle,2017-12-11
Clayton,NC,sphere,2017-12-11
San Tan Valley,AZ,light,2017-12-11
Skykomish,WA,changing,2017-12-11
Macon,GA,light,2017-12-11
Victor,ID,fireball,2017-12-11
Rosarito Beach (Baja; Mexico),NA,circle,2017-12-12
Portland,OR,triangle,2017-12-12
Modesto,CA,light,2017-09-28
Pataskala,OH,triangle,2017-09-28
Harrogate,TN,disk,2017-09-29
NA,NA,disk,2017-09-29
Twin Falls,ID,other,2017-09-29
Huntington,WV,circle,2017-09-29
Whitby,ON,other,2017-09-30
International waters,GA,light,2017-12-21
San Antonio,TX,unknown,2017-12-21
Washington,DC,unknown,2017-12-21
Ashford,CT,triangle,2017-12-21
Spotsylvania Courthouse,VA,fireball,2017-11-25
Winter Haven,FL,other,2017-11-25
Green Bay,WI,unknown,2017-11-25
Rochester,NH,cigar,2017-11-26
Phoenix,AZ,changing,2017-11-26
Madison,AL,fireball,2017-11-26
Phoenix,AZ,oval,2017-11-26
Fort Collins,CO,disk,2017-11-26
Comstock Park,MI,light,2017-11-26
Orange Park,FL,unknown,2017-10-20
Astoria,NY,triangle,2017-10-20
Tontitown,AR,changing,2017-10-20
Dominion City,MB,teardrop,2017-10-20
Athens,GA,oval,2017-10-21
Mooers,NY,light,2017-10-21
Lafayette,IN,circle,2017-10-21
Huntington station,NY,light,2017-10-21
Redding,CA,circle,2017-12-09
Cheyenne,WY,circle,2017-12-09
Townsend,MT,circle,2017-12-09
Billings,MT,circle,2017-12-09
Whitmire,SC,light,2017-12-09
Arvada,CO,formation,2017-12-09
Swansea,SC,light,2017-12-09
Divide,MT,chevron,2017-12-09
Rochester,MN,light,2017-12-12
Fort Myers,FL,light,2017-12-12
Santa Rosa,CA,fireball,2017-12-12
Oklahoma City,OK,sphere,2017-12-12
Adams,WI,formation,2017-12-12
Sour Lake,TX,light,2017-12-12
Waynesboro,GA,triangle,2017-12-12
San Antonio,TX,light,2017-12-12
Cape Coral,FL,light,2017-12-12
Scarborough,ON,oval,2017-09-30
Twin Falls,ID,sphere,2017-09-30
Tarzana,CA,cigar,2017-10-02
Page,AZ,teardrop,2017-10-03
San Jose,CA,oval,2017-10-03
London,OH,unknown,2017-10-03
Raleigh,NC,cylinder,2017-12-21
New Rochelle,NY,circle,2017-11-26
Kettering,OH,triangle,2017-11-26
Utica,NY,light,2017-11-26
Armonk,NY,circle,2017-11-26
Spanaway,WA,changing,2017-11-27
Ruskin,FL,light,2017-11-27
Jackson,TN,cigar,2017-11-27
Pittsburgh,PA,formation,2017-11-27
Chelsea,AL,cigar,2017-11-27
Ruidoso,NM,triangle,2017-10-21
Sacramento,CA,circle,2017-10-21
San Dimas,CA,other,2017-10-21
Palm Springs,CA,light,2017-10-21
Taylor,MI,circle,2017-10-21
Bismarck,ND,cigar,2017-10-21
Toms River,NJ,triangle,2017-10-21
Winston-Salem,NC,triangle,2017-10-21
Pickerington,OH,oval,2017-10-21
Russell to Hays,KS,formation,2017-12-09
Iberia,MO,light,2017-12-09
Bonne Terre,MO,other,2017-12-09
Carbondale,IL,formation,2017-12-09
Billings,MT,formation,2017-12-09
Helena,MT,other,2017-12-09
San Diego,CA,light,2017-12-12
Vass,NC,light,2017-12-12
Fort Pierce,FL,circle,2017-12-12
Fayetteville,NC,formation,2017-12-13
Raymore,MO,light,2017-12-13
Smyrna,TN,sphere,2017-12-13
Kershaw,SC,sphere,2017-12-13
Labelle,FL,light,2017-12-13
Casper,WY,unknown,2017-10-04
Troy,MI,circle,2017-10-04
O'Fallon,IL,sphere,2017-10-04
Milford,CT,rectangle,2017-10-04
Beaufort,SC,triangle,2017-10-04
Westfield,MA,other,2017-10-05
Monroe,CT,circle,2017-10-05
Port Charlotte,FL,chevron,2015-03-15
Daytona Beach,FL,cylinder,2015-08-20
Chattanooga,TN,unknown,2017-11-27
Lexington,SC,unknown,2017-11-27
Dawson,AL,other,2017-11-27
Raleigh,NC,light,2017-11-27
Sterling,VA,light,2017-11-27
Utica,NY,light,2017-11-27
Eucha,OK,light,2017-11-27
Burney,CA,flash,2017-10-21
Willamsburg,OH,sphere,2017-10-21
Logansport,IN,triangle,2017-10-21
Louisville,KY,circle,2017-10-21
Middletown,MD,light,2017-10-21
Kent,WA,circle,2017-10-21
Reno,NV,oval,2017-10-21
Huntington,NY,chevron,2017-10-22
Hansville,WA,circle,2017-10-22
Phoenix,AZ,light,1997-03-17
Desoto,MO,other,2017-12-09
Versailles,MO,formation,2017-12-09
Powell,WY,formation,2017-12-09
Livingston,MT,light,2017-12-09
Shoshoni,WY,formation,2017-12-09
Lebanon,MO,light,2017-12-09
Rolla,MO,unknown,2017-12-09
De Soto,MO,other,2017-12-09
Denver,CO,changing,2017-12-09
Huntsville,AL,fireball,2017-12-13
Rock Spring,GA,disk,2017-12-13
Miami Beach,FL,formation,2017-12-13
Murfreesboro,TN,triangle,2017-12-13
Billings,MT,light,2017-12-13
Ellsworth,ME,triangle,2017-12-13
Redding,CA,triangle,2017-12-14
Anderson's Corner,DE,fireball,2017-12-14
Warrenton,OR,unknown,2017-10-05
Lake Havasu City,AZ,unknown,2017-10-05
Bay City,MI,flash,2017-10-05
Port Austin,MI,fireball,2017-10-05
Scituate,RI,rectangle,2017-10-05
Santa Clarita,CA,light,2017-10-05
Sandusky,OH,light,2017-10-05
Palm Bay,FL,formation,2017-10-05
Simpsonville,SC,sphere,2017-10-05
Marietta,PA,rectangle,2015-11-14
Myrtle Beach,SC,changing,2015-11-16
Milbury,MA,circle,2016-07-03
Upper Kintore,NB,flash,2016-07-04
Galesville,WI,circle,2016-11-12
Alliance,OH,triangle,2017-09-08
Vandling,PA,light,2017-11-27
Slidell,LA,fireball,2017-11-27
Rochester,MN,oval,2017-11-27
Cherry Valley,MA,cigar,2017-11-27
NA,NA,NA,2017-11-28
Clifton Park,NY,oval,2017-11-28
Sturbridge,MA,triangle,2017-11-28
Sacramento,CA,triangle,2017-11-28
Northwood,NH,triangle,2017-11-28
Tustin,CA,cigar,2017-10-22
Anniston,AL,fireball,2017-10-22
Hope Mills,NC,NA,2017-10-22
Seneca,SC,triangle,2017-10-22
Redondo Beach,CA,rectangle,2017-10-22
Biloxi,MS,oval,2017-10-22
West Hills,CA,light,2017-10-22
Artesia,NM,fireball,2017-10-22
Rehoboth Beach,DE,chevron,2017-10-22
Geneva,IN,circle,2014-04-24
Taviano (Italy),NA,triangle,2017-03-12
UK/Wales,NA,light,2017-10-11
White Lake,MI,formation,2017-11-04
Hopkinsville,KY,light,2017-11-20
Portland,OR,fireball,2017-11-23
Brandon,FL,oval,2017-12-01
Castle Rock,CO,formation,2017-12-09
Ohkay Owingeh,NM,light,2017-12-09
Denver,CO,formation,2017-12-09
Aurora,CO,rectangle,2017-12-09
Colorado Springs,CO,other,2017-12-09
Castle Rock,CO,formation,2017-12-09
Boulder,CO,other,2017-12-09
Denver,CO,formation,2017-12-09
Avon,CO,formation,2017-12-09
Durham,NC,light,2017-12-14
Conway,SC,light,2017-10-05
Indianapolis,IN,light,2017-10-06
Yuma,AZ,cylinder,2017-10-06
Coopersburg,PA,circle,2017-10-06
Jackson,OH,light,2017-10-06
Parsippany,NJ,sphere,2017-10-06
Warrington,PA,oval,2017-10-06
Jemez Springs,NM,circle,2017-10-06
Fredericksburg,VA,disk,2017-10-06
Crown Point,IN,light,2017-10-04
Pittsburgh,PA,triangle,2017-10-22
Columbus,OH,flash,2017-10-23
Indianapolis,IN,disk,2017-10-25
Bullhead City,AZ,circle,2017-11-03
Weymouth,MA,light,2017-11-04
Philadelphia,PA,other,2017-11-29
Pittsburg,CA,other,2017-11-29
Batavia,NY,light,2017-11-29
West Jefferson,OH,cylinder,2017-11-29
Plymouth,MA,oval,2017-11-29
New Brunswick,NJ,cigar,2017-11-29
Morristown,NJ,diamond,2017-11-29
Keizer,OR,triangle,2017-11-29
Reno,NV,light,2017-11-29
Ontario,CA,light,2017-10-22
Oregon City,OR,flash,2017-10-22
Cape Coral,FL,chevron,2017-10-22
Oklahoma City,OK,formation,2017-10-22
Marysville,WA,triangle,2017-10-22
Houston,TX,triangle,2017-10-23
Mason,OH,light,2017-10-23
Rowlett,TX,egg,2017-10-23
Leola,PA,flash,2017-10-23
Farmingville,NY,fireball,2017-12-03
Georgetown,SC,triangle,2017-12-04
Arcadia,CA,NA,2017-12-04
McRae,AR,flash,2017-12-04
Saint Augustine,FL,teardrop,2017-12-04
Sioux Falls,SD,formation,2017-12-04
Kramer Junction,CA,light,2017-12-04
Taylor,MI,cylinder,NA
Marysville,CA,sphere,2007-05-05
Clinton,PA,other,2015-07-12
Vienna,IL,light,2017-12-09
Phillipsburg,KS,light,2017-12-09
Littleton,CO,light,2017-12-09
Hurricane,UT,unknown,2017-12-09
Saint George,UT,formation,2017-12-09
La Verkin,UT,formation,2017-12-09
Bismarck,MO,light,2017-12-09
Beer (UK/England),NA,sphere,2017-12-09
New York,NY,circle,2017-12-10
Claymont,DE,circle,2017-10-06
Warrington,PA,light,2017-10-06
Nashua,NH,triangle,2017-10-06
Ottawa,ON,teardrop,2017-10-06
Olympia,WA,light,2017-10-07
Kalispell,MT,formation,2017-10-07
Cunningham,KS,oval,2017-10-07
Burlington,MA,light,2017-11-07
Baton Rouge,LA,rectangle,2017-11-07
Long Pond,PA,cylinder,2017-11-08
Manchester,CT,fireball,2017-11-08
Cole Camp,MO,circle,2017-11-08
Oshawa,ON,light,2017-11-08
Rutland,MA,triangle,2017-11-08
Anniston,AL,light,2017-11-09
Rockwood,TN,triangle,2017-11-09
Lincolnton,NC,oval,2017-11-29
Everywhere,NJ,changing,2017-11-30
Tylersport,PA,other,2017-11-30
Madison,WI,triangle,2017-11-30
Fayetteville,NC,formation,2017-11-30
Stanley,NM,light,2017-11-30
Jacksonville,FL,other,2017-11-30
Ludlow,MA,disk,2017-11-30
Rancho Palos Verdes,CA,triangle,2017-10-23
West Los Angeles,CA,light,2017-10-23
La Manche,NL,fireball,2017-10-23
San Diego,CA,other,2017-10-23
Sherman,TX,disk,2017-10-23
Wetaskiwin,AB,triangle,2017-10-23
El Paso,TX,other,2017-10-23
Poway,CA,rectangle,2017-10-23
Turner,OR,diamond,2017-12-04
Schenectady,NY,diamond,2017-12-04
North Fort Myers,FL,triangle,2017-12-05
Guerra La Joya (Dominican Republic),NA,oval,2017-12-05
Port Saint Lucie,FL,sphere,2017-12-05
Laquey,MO,formation,2017-12-05
Stuart,FL,sphere,2017-12-05
Beatty,NV,light,2017-12-05
Dodge City,KS,unknown,2017-12-05
Redgranite,WI,fireball,2017-12-05
Clarkson,KY,diamond,2016-09-15
UK/England,NA,formation,2016-11-17
Barcelona (Spain),NA,oval,2017-01-12
Imlay City,MI,light,2017-07-01
Benton Hot Springs,CA,diamond,2017-08-11
Mantorville,MN,flash,2017-09-10
Dannemora,NY,unknown,2017-12-10
Goshen,OH,light,2017-10-07
Las Vegas,NV,other,2017-10-07
San Bernardino,CA,light,2017-10-07
Greeley,CO,other,2017-10-07
Stockton,CA,light,2017-10-07
Eliot,ME,light,2017-10-07
Chandler,AZ,triangle,2017-10-07
Batavia,IL,sphere,2017-11-09
Greenwich,NY,formation,2017-11-09
St. Petersburg,FL,sphere,2017-11-09
Saint Albans,VT,formation,2017-11-09
Baton Rouge,LA,other,2017-11-09
Frederickson,WA,formation,2017-11-10
Port Coquitlam,BC,teardrop,2017-11-10
Brooklyn Park,MD,circle,2017-11-10
Bakersfield,CA,circle,2017-11-10
Sydney,NS,unknown,2017-11-30
Homestead,FL,light,2017-11-30
National City,CA,fireball,2017-11-30
Lone Tree,CO,triangle,2017-11-30
Wasilla,AK,flash,2017-12-01
Ras Al khaimah (Oman/UAE),NA,light,2017-12-01
Boise,ID,cigar,2017-12-01
Chesapeake,VA,light,2017-12-01
Mountain Home AFB,ID,light,2017-10-23
Russellville,AR,formation,2017-10-23
Marshall,AR,triangle,2017-10-23
Huntsville,AL,chevron,2017-10-24
Windsor (Canada),NA,sphere,2017-10-24
Bainbridge Island,WA,sphere,2017-10-24
Edmond,OK,cylinder,2017-10-24
Cupertino,CA,unknown,2017-12-05
Edmonton,AB,other,2017-12-06
Santa Rosa,NA,disk,2017-12-06
Seaside,OR,light,2017-12-06
Portland,OR,light,2017-12-06
Portland,OR,triangle,2017-12-06
DuBois,PA,light,2017-12-06
Champaign,IL,egg,2017-12-07
Cherry Hill,NJ,oval,2017-12-07
Duck Hill,MS,other,2017-10-13
Long Beach,CA,egg,2017-10-18
Palmer,AK,rectangle,2017-10-18
Eastanollee,GA,disk,2017-10-25
Clinton,IA,chevron,2017-11-01
Snowflake,AZ,disk,2017-11-05
Conneaut,OH,triangle,2017-11-10
Delta,CO,unknown,2017-11-15
Beavercreek,OH,light,2017-10-07
Vienna,VA,light,2017-10-07
Stockton,CA,light,2017-10-07
Pojoque,NM,changing,2017-10-07
Staten Island,NY,light,2017-10-07
Shinston,WV,cylinder,2017-10-07
Woodbridge,VA,triangle,2017-10-08
South Milwaukee,WI,disk,2017-11-10
Eaton,CO,other,2017-11-10
Philadelphia,PA,unknown,2017-11-10
Hartford,CT,teardrop,2017-11-10
Grass Lake,MI,teardrop,2017-11-10
Folsom,CA,triangle,2017-11-10
Acworth,GA,other,2017-11-10
Livingston,MT,sphere,2017-11-11
New Rochelle,NY,sphere,2017-12-01
Springfield,IL,cigar,2017-12-01
Elk River,MN,formation,2017-12-01
Jackson,MI,teardrop,2017-12-01
Bloomington,IN,light,2017-12-01
Dawson,NE,cylinder,2017-12-02
Winslow Township,NJ,cigar,2017-12-02
Bel Air,MD,light,2017-12-02
Bordentown,NJ,diamond,2017-10-24
Bonne Terre,MO,cigar,2017-10-24
Elkins,AR,flash,2017-10-24
Lincoln,KS,other,2017-10-24
Hillsborough,NC,other,2017-10-24
Conway,AR,circle,2017-10-24
Apple Valley,CA,triangle,2017-10-24
Great Falls,MT,other,2017-10-24
Milford,CT,circle,2017-10-24
Waupaca,WI,formation,2017-12-07
Florence,MA,triangle,2017-12-07
Kent,WA,light,2017-12-07
Tulsa,OK,circle,2017-12-07
Stevens Point,WI,light,2017-12-07
Fremont,WI,unknown,2017-12-07
Dallas,OR,sphere,2017-12-07
Brandon,FL,sphere,2017-11-16
Florence,OR,circle,2017-11-16
Florence,OR,circle,2017-11-16
Edenton,NC,fireball,2017-11-17
Ocean View,NJ,triangle,2017-11-17
Newman,CA,unknown,2017-11-17
North Phoenix,AZ,light,2017-11-17
Long Beach,CA,circle,2017-11-18
Bethesda,MD,diamond,2017-11-18
Hastings Ranch,CA,circle,2017-10-08
Seattle,WA,flash,2017-10-08
Athol,ID,circle,2017-10-08
Seattle,WA,light,2017-10-08
Leland,IL,changing,2017-10-08
Farmland,IN,cigar,2017-10-08
Paul’s Valley,OK,circle,2017-10-08
Huntington Beach,CA,cross,2017-10-08
Natick,MA,circle,2017-11-11
Missoula,MT,oval,2017-11-11
Tucson,AZ,circle,2017-11-11
Missoula,MT,circle,2017-11-11
Glen Gardner,NJ,sphere,2017-11-11
Haverhill,MA,oval,2017-11-11
Philadelphia,PA,unknown,2017-11-11
San Diego,CA,triangle,2017-11-11
Maple Heights,OH,disk,1983-09-05
Santa Fe,NM,light,1997-09-15
Laguna Salada (Dominican Republic),NA,fireball,2000-12-31
Beloit,WI,light,2006-10-01
Claremore,OK,light,2007-09-15
San Diego,CA,sphere,2014-09-10
Bloomington,IN,light,2016-10-20
Shaw Oldham (UK/England),NA,unknown,2017-04-11
Parkville,MD,flash,2017-12-02
Honeoye Falls,NY,circle,2017-12-02
Columbia,MO,formation,2017-12-02
Citrus Heights,CA,disk,2017-12-02
Manchester,TN,other,2017-12-02
Rochester,MN,disk,2017-12-02
Saint Albans,VT,other,2017-12-02
Northfield,VT,NA,2017-10-24
Savannah,GA,formation,2017-10-24
Houston,TX,sphere,2017-10-24
Albuquerque,NM,light,2017-10-24
Fayetteville,AR,formation,2017-10-24
Lake City,FL,light,2017-10-24
Fort Collins,CO,circle,2017-10-24
Kalama,WA,oval,2017-10-24
Black Creek,NC,diamond,2017-10-25
Sonoma,CA,circle,2017-10-25
Houston,TX,triangle,2017-12-07
Lacombe,AB,circle,2017-12-07
San Gabriel,CA,triangle,2017-11-18
Utica,NY,light,2017-11-18
Salem,OR,unknown,2017-11-18
Kissimme,FL,fireball,2017-11-18
Henderson,NV,light,2017-11-18
River Falls,WI,triangle,2017-10-08
Bloomington,IL,light,2017-10-08
Town of Texas,WI,light,2017-10-08
Longview,TX,triangle,2017-10-08
Troutdale,OR,fireball,2017-10-09
Winnipeg,MB,circle,2017-10-08
Camano Island,WA,unknown,2017-10-08
Waianae,HI,other,2017-10-09
Anaheim,CA,fireball,2017-10-09
North Bend,WA,light,2017-11-11
Tyngsborough,MA,light,2017-11-11
Tremont,ME,chevron,2017-11-11
Crown Point,IN,light,2017-11-11
Albuquerque,NM,light,2017-11-12
Waterflow,NM,triangle,2017-11-12
Chino Valley,AZ,rectangle,2017-11-12
New York,NY,formation,2017-08-04
West Chase,FL,disk,2017-09-25
Gulfport,MS,cigar,2017-10-11
Bozeman,MT,light,2017-10-22
Clayton,NC,oval,2017-10-26
Athabasca,AB,rectangle,2017-10-27
Hanover,PA,unknown,2017-10-28
Weed,CA,light,2017-10-29
Chico,CA,oval,2017-10-29
Williamsburg,KY,light,2017-12-02
Fort Myers,FL,light,2017-12-02
Langely,BC,other,2017-12-03
Arlington,VA,light,2017-12-03
Port Chester,NY,circle,2017-12-03
Albany,NA,cigar,2017-12-03
Philadelphia,PA,rectangle,2017-12-03
Rock Hill,SC,unknown,2017-12-04
Pelzer,SC,other,2017-12-04
Jackson,TN,triangle,2017-10-25
Stone Mountain,GA,circle,2017-10-25
Sturbridge,MA,light,2017-10-25
Fort Collins,CO,other,2017-10-25
Saint Albert,AB,fireball,2017-10-25
Saint Augustine,FL,light,2017-10-25
Georgetown,OH,cigar,2017-10-25
Simi Valley,CA,light,2017-11-18
Mount Laurel,NJ,circle,2017-11-18
Ventura,CA,circle,2017-11-18
Puyallup,WA,formation,2017-11-18
Olympia,WA,light,2017-11-18
Anaheim,CA,oval,2017-11-19
Marysville,CA,circle,2017-11-19
Oxford,MA,sphere,2017-11-19
Menomonee Falls,WI,other,2017-11-19
Anaheim,CA,sphere,2017-10-09
Los Angeles,CA,other,2017-10-09
Oak Park,CA,unknown,2017-10-09
Chatsworth,CA,unknown,2017-10-09
Porter Ranch,CA,fireball,2017-10-09
Big Flats,NY,oval,2017-10-09
Farmington,NM,sphere,2017-10-09
Estes Park,CO,sphere,2017-11-12
Broomfield,CO,unknown,2017-11-12
Panama City,FL,fireball,2017-11-12
Ixtapaluca (Mexico),NA,flash,2017-11-13
Johnstown,CO,circle,2017-11-13
Pflugerville,TX,chevron,2017-11-13
Burton,TX,light,2017-11-13
Dysart (Australia),NA,oval,2017-11-13
Cleveland,OH,circle,2017-11-01
Manassas,NC,triangle,2017-11-02
Irving,TX,light,2017-11-03
Saylorsburg,PA,fireball,2017-11-03
San Antonio,TX,cigar,2017-11-03
Port Austin,MI,circle,2017-11-03
